touch_observation_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,consecutive_touch,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,upside_5m_points,downside_5m_points,close_relative_5m_points,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,upside_15m_points,downside_15m_points,close_relative_15m_points,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,upside_30m_points,downside_30m_points,close_relative_30m_points,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,upside_60m_points,downside_60m_points,close_relative_60m_points,favorable_60m_points,adverse_60m_points,close_move_60m_points
1561,2026-06-10 14:40:00,2026-06-10,14:40:00,7300,7298,7302,from_below,true,7297.23,7297.3,7300.06,7293.72,7297.37,2.63,true,0,8.48,-8.48,8.48,0,8.48,true,0,17.86,-13.53,17.86,0,13.53,true,0,19.21,-17.7,19.21,0,17.7,true,true,true,0,32.65,-15.4,32.65,0,15.4
1562,2026-06-11 09:30:00,2026-06-11,09:30:00,7300,7298,7302,from_below,false,7267,7287.67,7303.4,7283.36,7284.12,15.88,true,0,19.59,-15.64,19.59,0,15.64,true,9.71,23.08,-0.52,23.08,9.71,0.52,true,27.9,23.08,24.3,23.08,27.9,-24.3,false,true,true,27.9,23.08,-6,23.08,27.9,6
1563,2026-06-11 09:45:00,2026-06-11,09:45:00,7300,7298,7302,from_below,false,7285.25,7284.94,7309.71,7281.46,7299.48,0.52,true,27.86,0.52,23.13,0.52,27.86,-23.13,true,27.9,0.52,24.3,0.52,27.9,-24.3,true,27.9,18.39,-16.81,18.39,27.9,16.81,false,true,true,27.9,18.39,-6.48,18.39,27.9,6.48
1564,2026-06-11 09:50:00,2026-06-11,09:50:00,7300,7298,7302,continuation_in_zone,true,7299.48,7300.49,7327.86,7300.49,7323.13,,true,27.9,0,9,,,,true,27.9,0,13.78,,,,true,27.9,18.39,5.02,,,,,,true,27.9,18.39,-13.53,,,
1565,2026-06-11 10:10:00,2026-06-11,10:10:00,7300,7298,7302,from_above,false,7313.78,7313.51,7314.52,7290.8,7291.04,-8.96,true,0,18.39,-16.81,0,18.39,-16.81,true,9.34,18.39,0.93,9.34,18.39,0.93,true,12.71,18.39,-0.96,12.71,18.39,-0.96,false,true,true,12.71,42.67,-13.05,12.71,42.67,-13.05
1566,2026-06-11 10:20:00,2026-06-11,10:20:00,7300,7298,7302,from_below,false,7283.19,7283.39,7308,7282.65,7305.02,-5.02,true,9.34,10.51,0.93,10.51,9.34,-0.93,true,12.71,10.51,4.55,10.51,12.71,-4.55,true,12.71,16.29,-13.53,16.29,12.71,13.53,true,true,true,12.71,42.67,-4.77,42.67,12.71,4.77
1567,2026-06-11 10:25:00,2026-06-11,10:25:00,7300,7298,7302,from_above,true,7305.02,7304.19,7309.34,7289.49,7300.93,0.93,true,4.73,10.39,-6,4.73,10.39,-6,true,12.71,10.39,-0.96,12.71,10.39,-0.96,true,12.71,36.22,-31.07,12.71,36.22,-31.07,false,true,true,12.71,42.67,-13.89,12.71,42.67,-13.89
1568,2026-06-11 10:30:00,2026-06-11,10:30:00,7300,7298,7302,continuation_in_zone,true,7300.93,7300.78,7304.73,7289.61,7294,,true,12.71,6.22,4.55,,,,true,12.71,8.58,-6.48,,,,true,12.71,42.67,-27.96,,,,,,true,12.71,42.67,-12.52,,,
1569,2026-06-11 10:35:00,2026-06-11,10:35:00,7300,7298,7302,from_below,true,7294,7294.97,7312.71,7293.78,7304.55,-4.55,true,10.73,0.98,-0.96,0.98,10.73,0.96,true,10.73,16.29,-13.53,16.29,10.73,13.53,true,10.73,42.67,-21.36,42.67,10.73,21.36,true,true,true,10.73,42.67,-2.7,42.67,10.73,2.7
1570,2026-06-11 10:40:00,2026-06-11,10:40:00,7300,7298,7302,from_above,true,7304.55,7304.49,7310.73,7299.02,7299.04,-0.96,true,2.36,8.58,-6.48,2.36,8.58,-6.48,true,2.36,36.22,-31.07,2.36,36.22,-31.07,true,2.36,42.67,-13.05,2.36,42.67,-13.05,false,false,true,5.32,42.67,-9.14,5.32,42.67,-9.14
1571,2026-06-11 10:45:00,2026-06-11,10:45:00,7300,7298,7302,continuation_in_zone,true,7299.04,7298.75,7302.36,7291.42,7293.52,,true,0,16.29,-13.53,,,,true,0,42.67,-27.96,,,,true,0,42.67,-14.68,,,,,,true,5.32,42.67,-9.69,,,
1572,2026-06-11 11:20:00,2026-06-11,11:20:00,7300,7298,7302,from_below,false,7285.32,7285.32,7299.09,7284.4,7295.23,4.77,true,0,15.18,-13.89,15.18,0,13.89,true,0.7,20.14,-2.7,20.14,0.7,2.7,true,5.32,20.14,-15.43,20.14,5.32,15.43,true,true,true,14.29,20.14,-1.78,20.14,14.29,1.78
1573,2026-06-11 11:35:00,2026-06-11,11:35:00,7300,7298,7302,from_below,false,7287.48,7287.76,7300.7,7287.54,7297.3,2.7,true,5.32,12.37,-9.14,12.37,5.32,9.14,true,5.32,17.03,-15.43,17.03,5.32,15.43,true,5.32,18.91,2.57,18.91,5.32,-2.57,true,true,true,14.29,18.91,-0.77,18.91,14.29,0.77
1574,2026-06-11 11:40:00,2026-06-11,11:40:00,7300,7298,7302,from_below,true,7297.3,7297.1,7305.32,7287.63,7290.86,9.14,true,0,13.38,-9.69,13.38,0,9.69,true,0,18.91,-6.47,18.91,0,6.47,true,13.12,18.91,10.34,18.91,13.12,-10.34,true,true,true,14.29,18.91,-1.61,18.91,14.29,1.61
1575,2026-06-11 12:00:00,2026-06-11,12:00:00,7300,7298,7302,from_below,false,7293.53,7293.37,7301.99,7288.84,7291.6,8.4,true,4.26,9.54,2.57,9.54,4.26,-2.57,true,14.29,9.54,9.18,9.54,14.29,-9.18,true,14.29,12.53,5.65,12.53,14.29,-5.65,false,true,true,14.29,31.39,-29.2,31.39,14.29,29.2
1576,2026-06-11 12:05:00,2026-06-11,12:05:00,7300,7298,7302,from_below,true,7291.6,7292.19,7304.26,7290.46,7302.57,-2.57,true,13.12,0,10.34,0,13.12,-10.34,true,14.29,1.82,-1.78,1.82,14.29,1.78,true,14.29,12.53,-0.77,12.53,14.29,0.77,false,true,true,14.29,31.39,-20.82,31.39,14.29,20.82
1577,2026-06-11 12:10:00,2026-06-11,12:10:00,7300,7298,7302,from_above,true,7302.57,7302.72,7313.12,7301.56,7310.34,10.34,true,14.29,0,9.18,14.29,0,9.18,true,14.29,8.89,-8.64,14.29,8.89,-8.64,true,14.29,12.53,-1.61,14.29,12.53,-1.61,true,true,true,14.29,31.39,-24.67,14.29,31.39,-24.67
1578,2026-06-11 12:20:00,2026-06-11,12:20:00,7300,7298,7302,from_above,false,7309.18,7309.89,7312.06,7298.18,7298.22,-1.78,true,0,8.89,-8.64,0,8.89,-8.64,true,10.98,12.53,-0.77,10.98,12.53,-0.77,true,10.98,16.35,-16.35,10.98,16.35,-16.35,false,true,true,10.98,35,-27.43,10.98,35,-27.43
1579,2026-06-11 12:25:00,2026-06-11,12:25:00,7300,7298,7302,continuation_in_zone,true,7298.22,7298.48,7299.92,7291.11,7291.36,,true,10.55,12.53,5.65,,,,true,10.98,12.53,-1.61,,,,true,10.98,22.76,-22.64,,,,,,true,37.15,35,37.15,,,
1580,2026-06-11 12:30:00,2026-06-11,12:30:00,7300,7298,7302,from_below,true,7291.36,7291.57,7310.55,7287.47,7305.65,-5.65,true,10.98,1.7,-0.77,1.7,10.98,0.77,true,10.98,5.84,-5.1,5.84,10.98,5.1,true,10.98,31.39,-29.2,31.39,10.98,29.2,true,true,true,60.16,35,52.7,35,60.16,-52.7
1581,2026-06-11 12:35:00,2026-06-11,12:35:00,7300,7298,7302,from_above,true,7305.65,7305.65,7310.98,7298.3,7299.23,-0.77,true,0.54,3.61,-1.61,0.54,3.61,-1.61,true,1.08,16.35,-16.35,1.08,16.35,-16.35,true,1.08,31.39,-20.82,1.08,31.39,-20.82,false,false,true,60.16,35,54.06,60.16,35,54.06
1582,2026-06-11 12:40:00,2026-06-11,12:40:00,7300,7298,7302,continuation_in_zone,true,7299.23,7299.27,7300.54,7296.39,7298.39,,true,1.08,5.84,-5.1,,,,true,1.08,22.76,-22.64,,,,true,1.08,31.39,-24.67,,,,,,true,77.88,35,75.55,,,
1583,2026-06-11 12:45:00,2026-06-11,12:45:00,7300,7298,7302,continuation_in_zone,true,7298.39,7298.27,7301.08,7294.16,7294.9,,true,0,16.35,-16.35,,,,true,0,31.39,-29.2,,,,true,0,33.49,-30.99,,,,,,true,77.88,35,59.72,,,
1584,2026-06-11 13:25:00,2026-06-11,13:25:00,7300,7298,7302,from_below,false,7272.57,7272.57,7337.15,7272.02,7337.15,-37.15,true,60.16,0,52.7,0,60.16,-52.7,true,77.88,0,75.55,0,77.88,-75.55,true,77.88,0,62.39,0,77.88,-62.39,false,false,true,77.88,0,56.83,0,77.88,-56.83
1585,2026-06-11 13:30:00,2026-06-11,13:30:00,7350,7348,7352,from_below,false,7337.15,7336.97,7360.16,7335.7,7352.7,-2.7,true,6.67,5.13,4.06,5.13,6.67,-4.06,true,27.88,5.13,9.72,5.13,27.88,-9.72,true,27.88,8.72,-4.99,8.72,27.88,4.99,false,false,true,27.88,11.65,7.93,11.65,27.88,-7.93
1586,2026-06-11 13:35:00,2026-06-11,13:35:00,7350,7348,7352,from_above,true,7352.7,7353.15,7356.67,7344.87,7354.06,4.06,true,27.88,0,25.55,27.88,0,25.55,true,27.88,2.79,6.01,27.88,2.79,6.01,true,27.88,11.65,-6.13,27.88,11.65,-6.13,true,true,true,27.88,11.65,5.57,27.88,11.65,5.57
1587,2026-06-11 13:50:00,2026-06-11,13:50:00,7350,7348,7352,from_above,false,7359.72,7360.02,7361.07,7347.21,7356.01,6.01,true,13.43,0,12.39,13.43,0,12.39,true,17.89,11.65,-6.13,17.89,11.65,-6.13,true,20.05,11.65,8.16,20.05,11.65,8.16,true,true,true,24.83,11.65,20.32,24.83,11.65,20.32
1588,2026-06-11 13:55:00,2026-06-11,13:55:00,7350,7348,7352,from_above,true,7356.01,7356.01,7363.43,7350.23,7362.39,12.39,true,17.89,8.72,-4.99,17.89,8.72,-4.99,true,17.89,11.65,5,17.89,11.65,5,true,20.05,11.65,6.83,20.05,11.65,6.83,true,true,true,24.83,11.65,20.08,24.83,11.65,20.08
1589,2026-06-11 14:00:00,2026-06-11,14:00:00,7350,7348,7352,from_above,true,7362.39,7362.37,7367.89,7341.28,7345.01,-4.99,true,0.66,11.65,-6.13,0.66,11.65,-6.13,true,20.05,11.65,18.7,20.05,11.65,18.7,true,20.05,11.65,7.93,20.05,11.65,7.93,true,true,true,28.55,11.65,25.65,28.55,11.65,25.65
1590,2026-06-11 14:05:00,2026-06-11,14:05:00,7350,7348,7352,from_below,true,7345.01,7344.96,7350.66,7338.35,7343.87,6.13,true,5.18,6.2,5,6.2,5.18,-5,true,20.05,6.2,8.16,6.2,20.05,-8.16,true,20.05,6.2,5.57,6.2,20.05,-5.57,false,false,true,28.55,6.2,24.63,6.2,28.55,-24.63
1591,2026-06-11 14:10:00,2026-06-11,14:10:00,7350,7348,7352,from_below,true,7343.87,7344.17,7355.18,7343.8,7355,-5,true,20.05,0,18.7,0,20.05,-18.7,true,20.05,0,6.83,0,20.05,-6.83,true,20.05,0,12.07,0,20.05,-12.07,false,false,true,34.31,0,32.15,0,34.31,-32.15
1592,2026-06-11 14:20:00,2026-06-11,14:20:00,7350,7348,7352,from_above,false,7368.7,7368.78,7368.78,7351.56,7358.16,8.16,true,11.44,0,6.83,11.44,0,6.83,true,15.83,0,5.57,15.83,0,5.57,true,24.83,0,20.32,24.83,0,20.32,true,true,true,38.67,0,36.42,38.67,0,36.42
1593,2026-06-11 15:30:00,2026-06-11,15:30:00,7400,7398,7402,from_below,false,7392,7391.99,7410.63,7391.99,7409.15,-9.15,true,12.68,0,2.63,0,12.68,-2.63,true,12.68,6.98,-6.27,6.98,12.68,6.27,true,12.68,13.06,-5.69,13.06,12.68,5.69,true,true,false,12.68,13.06,,13.06,12.68,
1594,2026-06-11 15:35:00,2026-06-11,15:35:00,7400,7398,7402,from_above,true,7409.15,7409.42,7412.68,7401.25,7402.63,2.63,true,11.57,0.13,7.09,11.57,0.13,7.09,true,11.57,13.06,-4.41,11.57,13.06,-4.41,false,11.57,13.06,,11.57,13.06,,,,false,11.57,13.06,,11.57,13.06,
1595,2026-06-11 15:40:00,2026-06-11,15:40:00,7400,7398,7402,from_above,true,7402.63,7402.22,7411.57,7399.87,7407.09,7.09,true,7.09,6.98,-6.27,7.09,6.98,-6.27,true,7.09,13.06,-6.16,7.09,13.06,-6.16,false,7.09,13.06,,7.09,13.06,,,,false,7.09,13.06,,7.09,13.06,
1596,2026-06-11 15:45:00,2026-06-11,15:45:00,7400,7398,7402,from_above,true,7407.09,7405.82,7405.82,7393.02,7393.73,-6.27,true,0,13.06,-4.41,0,13.06,-4.41,true,0,13.06,-5.69,0,13.06,-5.69,false,0,13.06,,0,13.06,,,,false,0,13.06,,0,13.06,
1597,2026-06-11 15:50:00,2026-06-11,15:50:00,7400,7398,7402,from_below,true,7393.73,7393.4,7398.3,7386.94,7395.59,4.41,true,0,10.32,-6.16,10.32,0,6.16,false,0,10.32,,10.32,0,,false,0,10.32,,10.32,0,,,,false,0,10.32,,10.32,0,
1598,2026-06-11 15:55:00,2026-06-11,15:55:00,7400,7398,7402,from_below,true,7395.59,7393.87,7398.17,7389.68,7393.84,6.16,true,0,8.14,-5.69,8.14,0,5.69,false,0,8.14,,8.14,0,,false,0,8.14,,8.14,0,,,,false,0,8.14,,8.14,0,
1599,2026-06-12 09:30:00,2026-06-12,09:30:00,7400,7398,7402,from_above,false,7394.31,7410.85,7417.38,7392.51,7395.97,-4.03,true,17.38,4.24,3.9,17.38,4.24,3.9,true,17.38,36.99,-31.74,17.38,36.99,-31.74,true,17.38,36.99,-0.72,17.38,36.99,-0.72,false,true,true,22.67,36.99,10.43,22.67,36.99,10.43
1600,2026-06-12 09:35:00,2026-06-12,09:35:00,7400,7398,7402,from_below,true,7395.97,7396.01,7417.38,7395.76,7403.9,-3.9,true,4.58,29.29,-29.25,29.29,4.58,29.25,true,4.58,36.99,-26.68,36.99,4.58,26.68,true,14.35,36.99,14.35,36.99,14.35,-14.35,true,true,true,22.71,36.99,16.59,36.99,22.71,-16.59
1601,2026-06-12 09:40:00,2026-06-12,09:40:00,7400,7398,7402,from_above,true,7403.9,7403.88,7404.58,7370.71,7370.75,-29.25,true,0,36.99,-31.74,0,36.99,-31.74,true,0,36.99,-20.79,0,36.99,-20.79,true,17.32,36.99,6.05,17.32,36.99,6.05,false,true,true,22.71,36.99,-8.03,22.71,36.99,-8.03
1602,2026-06-12 10:00:00,2026-06-12,10:00:00,7400,7398,7402,from_below,false,7379.21,7380.86,7402.9,7377.86,7399.28,0.72,true,14.35,4.5,14.35,4.5,14.35,-14.35,true,22.67,4.5,15.96,4.5,22.67,-15.96,true,22.67,4.5,10.43,4.5,22.67,-10.43,false,false,true,42.05,15.56,34.12,15.56,42.05,-34.12
1603,2026-06-12 10:05:00,2026-06-12,10:05:00,7400,7398,7402,continuation_in_zone,true,7399.28,7399.96,7414.35,7395.5,7414.35,,true,17.32,0,6.05,,,,true,22.67,0,4.24,,,,true,22.71,0,16.59,,,,,,true,42.05,15.56,37.53,,,
1604,2026-06-12 10:10:00,2026-06-12,10:10:00,7400,7398,7402,from_above,true,7414.35,7414.36,7417.32,7400.78,7406.05,6.05,true,22.67,0,15.96,22.67,0,15.96,true,22.67,0,8.56,22.67,0,8.56,true,22.71,8.08,-8.03,22.71,8.08,-8.03,true,true,true,45.27,15.56,43.26,45.27,15.56,43.26
1605,2026-06-12 10:20:00,2026-06-12,10:20:00,7400,7398,7402,from_above,false,7415.96,7415.89,7420.61,7401.95,7404.24,4.24,true,13.84,0,8.56,13.84,0,8.56,true,22.71,0,16.59,22.71,0,16.59,true,27.83,15.56,27.83,27.83,15.56,27.83,true,true,true,56.01,15.56,54.51,56.01,15.56,54.51
1606,2026-06-12 10:40:00,2026-06-12,10:40:00,7400,7398,7402,from_above,false,7416.59,7416.59,7416.61,7391.92,7391.97,-8.03,true,0,15.56,-13.38,0,15.56,-13.38,true,37.15,15.56,36.25,37.15,15.56,36.25,true,45.27,15.56,43.26,45.27,15.56,43.26,true,true,true,56.4,15.56,22.03,56.4,15.56,22.03
1607,2026-06-12 10:45:00,2026-06-12,10:45:00,7400,7398,7402,from_below,true,7391.97,7392.04,7398.44,7384.44,7386.62,13.38,true,27.83,14.03,27.83,14.03,27.83,-27.83,true,42.05,14.03,34.12,14.03,42.05,-34.12,true,49.26,14.03,49.01,14.03,49.26,-49.01,false,true,true,56.4,14.03,7.71,14.03,56.4,-7.71
1608,2026-06-12 10:50:00,2026-06-12,10:50:00,7400,7398,7402,from_below,true,7386.62,7386.22,7427.83,7385.97,7427.83,-27.83,true,37.15,0,36.25,0,37.15,-36.25,true,42.05,0,37.53,0,42.05,-37.53,true,56.01,0,54.51,0,56.01,-54.51,false,false,true,56.4,0,20.14,0,56.4,-20.14
1609,2026-06-12 11:15:00,2026-06-12,11:15:00,7450,7448,7452,from_below,false,7443.26,7443.45,7449.26,7438.49,7449.01,0.99,true,6.01,4.82,4.51,4.82,6.01,-4.51,true,6.4,10.37,-10.37,10.37,6.4,10.37,true,6.4,43.02,-42.29,43.02,6.4,42.29,true,true,true,6.4,55.39,-31.41,55.39,6.4,31.41
1610,2026-06-12 11:20:00,2026-06-12,11:20:00,7450,7448,7452,continuation_in_zone,true,7449.01,7449.28,7456.01,7445.18,7454.51,,true,6.4,0,2.95,,,,true,6.4,23.55,-18.36,,,,true,6.4,44.06,-29.86,,,,,,true,6.4,55.39,-29.9,,,
1611,2026-06-12 11:25:00,2026-06-12,11:25:00,7450,7448,7452,from_above,true,7454.51,7454.8,7456.4,7450.65,7452.95,2.95,true,3.48,10.37,-10.37,3.48,10.37,-10.37,true,3.48,29.32,-27.97,3.48,29.32,-27.97,true,3.48,53.31,-48.76,3.48,53.31,-48.76,false,false,true,3.48,55.39,-31.02,3.48,55.39,-31.02
1612,2026-06-12 11:30:00,2026-06-12,11:30:00,7450,7448,7452,from_above,true,7452.95,7453.17,7453.48,7439.63,7439.63,-10.37,true,0,23.55,-18.36,0,23.55,-18.36,true,0,43.02,-42.29,0,43.02,-42.29,true,0,55.39,-47.51,0,55.39,-47.51,false,false,true,0,55.39,-26.66,0,55.39,-26.66
1613,2026-06-12 11:35:00,2026-06-12,11:35:00,7450,7448,7452,from_below,true,7439.63,7439.43,7448.72,7426.45,7431.64,18.36,true,0,29.32,-27.97,29.32,0,27.97,true,0,44.06,-29.86,44.06,0,29.86,true,0,55.39,-41.33,55.39,0,41.33,true,true,true,0,55.39,-30.69,55.39,0,30.69
1614,2026-06-12 11:55:00,2026-06-12,11:55:00,7400,7398,7402,from_above,false,7420.14,7421,7421.73,7396.69,7401.24,1.24,true,6.53,5.39,2.49,6.53,5.39,2.49,true,30.85,5.39,22.89,30.85,5.39,22.89,true,34,5.39,18.98,34,5.39,18.98,true,true,true,34,5.39,27.54,34,5.39,27.54
1615,2026-06-12 12:00:00,2026-06-12,12:00:00,7400,7398,7402,continuation_in_zone,true,7401.24,7401.08,7406.53,7394.61,7402.49,,true,10.56,2.69,8.67,,,,true,34,2.69,18.59,,,,true,34,2.69,23.34,,,,,,true,34,2.69,32.56,,,
1616,2026-06-12 12:05:00,2026-06-12,12:05:00,7400,7398,7402,continuation_in_zone,true,7402.49,7401.76,7410.56,7397.31,7408.67,,true,30.85,0,22.89,,,,true,34,0,20.1,,,,true,34,0,19.31,,,,,,true,41.12,0,35.25,,,
1617,2026-06-15 09:45:00,2026-06-15,09:45:00,7550,7548,7552,from_below,false,7539.71,7539.89,7550.59,7539.89,7550.1,-0.1,true,2.67,2.33,-1.04,2.33,2.67,1.04,true,2.67,8.25,-2.2,8.25,2.67,2.2,true,2.67,14.15,-6.14,14.15,2.67,6.14,true,true,true,2.67,14.15,-3.59,14.15,2.67,3.59
1618,2026-06-15 09:50:00,2026-06-15,09:50:00,7550,7548,7552,continuation_in_zone,true,7550.1,7549.65,7552.67,7547.67,7548.96,,true,2.06,6.74,-6.74,,,,true,2.06,9.06,-6.73,,,,true,2.06,14.15,-8.62,,,,,,true,2.06,14.15,0.11,,,
1619,2026-06-15 09:55:00,2026-06-15,09:55:00,7550,7548,7552,continuation_in_zone,true,7548.96,7548.55,7552.06,7543.26,7543.26,,true,0.99,8.25,-2.2,,,,true,0.99,14.15,-8.85,,,,true,0.99,14.15,-1.95,,,,,,true,4.99,14.15,2.88,,,
1620,2026-06-15 10:00:00,2026-06-15,10:00:00,7550,7548,7552,from_below,true,7543.26,7543.93,7550.99,7541.75,7547.8,2.2,true,0.4,9.06,-6.73,9.06,0.4,6.73,true,0.4,14.15,-6.14,14.15,0.4,6.14,true,0.4,14.15,-6.89,14.15,0.4,6.89,true,true,true,8.99,14.15,8.14,14.15,8.99,-8.14
1621,2026-06-15 10:05:00,2026-06-15,10:05:00,7550,7548,7552,continuation_in_zone,true,7547.8,7548.17,7550.4,7540.94,7543.27,,true,0,14.15,-8.85,,,,true,0,14.15,-8.62,,,,true,0,14.15,-4.89,,,,,,true,9.42,14.15,8.24,,,
1622,2026-06-15 10:25:00,2026-06-15,10:25:00,7550,7548,7552,from_below,false,7541.38,7541.43,7548.96,7540.95,7548.05,1.95,true,0,9.12,-6.89,9.12,0,6.89,true,0,9.12,-6.09,9.12,0,6.09,true,4.99,9.12,2.88,9.12,4.99,-2.88,true,false,true,13.75,9.12,12.7,9.12,13.75,-12.7
1623,2026-06-15 10:30:00,2026-06-15,10:30:00,7550,7548,7552,continuation_in_zone,true,7548.05,7548.04,7548.88,7540.88,7543.11,,true,0,7.54,-4.89,,,,true,0,7.81,-3.59,,,,true,8.99,7.81,8.14,,,,,,true,15.44,7.81,9.97,,,
1624,2026-06-15 10:45:00,2026-06-15,10:45:00,7550,7548,7552,from_below,false,7543.91,7543.99,7549.4,7543.99,7546.41,3.59,true,1.38,3.92,0.11,3.92,1.38,-0.11,true,8.99,3.92,8.14,3.92,8.99,-8.14,true,9.64,3.92,7.75,3.92,9.64,-7.75,false,false,true,21.96,3.92,21.76,3.92,21.96,-21.76
1625,2026-06-15 10:50:00,2026-06-15,10:50:00,7550,7548,7552,from_below,true,7546.41,7546.08,7551.38,7546.08,7550.11,-0.11,true,4.99,0.32,2.88,0.32,4.99,-2.88,true,9.42,0.32,8.24,0.32,9.42,-8.24,true,11.75,0.32,9.81,0.32,11.75,-9.81,false,false,true,23.29,0.32,21.69,0.32,23.29,-21.69
1626,2026-06-15 10:55:00,2026-06-15,10:55:00,7550,7548,7552,continuation_in_zone,true,7550.11,7550.21,7554.99,7549.68,7552.88,,true,8.99,0,8.14,,,,true,9.42,0,8.4,,,,true,13.75,0,12.7,,,,,,true,24.19,0,22.71,,,
1627,2026-06-15 15:50:00,2026-06-15,15:50:00,7550,7548,7552,from_above,false,7558.26,7558.21,7558.21,7548.75,7549.89,-0.11,true,5.25,4.33,5.25,5.25,4.33,5.25,false,6.04,4.33,,6.04,4.33,,false,6.04,4.33,,6.04,4.33,,,,false,6.04,4.33,,6.04,4.33,
1628,2026-06-15 15:55:00,2026-06-15,15:55:00,7550,7548,7552,continuation_in_zone,true,7549.89,7550.17,7555.25,7545.67,7555.25,,true,6.04,0,4.28,,,,false,6.04,0,,,,,false,6.04,0,,,,,,,false,6.04,0,,,,
1629,2026-06-16 09:30:00,2026-06-16,09:30:00,7550,7548,7552,from_above,false,7554.28,7548.78,7562.72,7548.78,7561.44,11.44,true,14.42,0,7.79,14.42,0,7.79,true,14.96,0,11.53,14.96,0,11.53,true,14.96,0.02,7.65,14.96,0.02,7.65,true,true,true,14.96,16.97,-14.37,14.96,16.97,-14.37
1630,2026-06-16 09:55:00,2026-06-16,09:55:00,7550,7548,7552,from_above,false,7559.59,7559.99,7560.94,7549.98,7550.55,0.55,true,8.09,0,7.65,8.09,0,7.65,true,13.01,0,8.19,13.01,0,8.19,true,13.01,8.34,-8.2,13.01,8.34,-8.2,true,true,true,13.01,16.97,-10.41,13.01,16.97,-10.41
1631,2026-06-16 10:00:00,2026-06-16,10:00:00,7550,7548,7552,continuation_in_zone,true,7550.55,7551.46,7558.09,7551.35,7557.65,,true,11.3,0,11.3,,,,true,13.01,0.38,0.73,,,,true,13.01,16.97,-14.37,,,,,,true,13.01,16.97,-6.72,,,
1632,2026-06-16 10:15:00,2026-06-16,10:15:00,7550,7548,7552,from_above,false,7558.19,7558.45,7560.7,7549.62,7550.73,0.73,true,4.14,7.87,-4.07,4.14,7.87,-4.07,true,4.14,16.97,-14.37,4.14,16.97,-14.37,true,4.14,16.97,-8.13,4.14,16.97,-8.13,false,false,true,4.14,16.97,-9.07,4.14,16.97,-9.07
1633,2026-06-16 10:20:00,2026-06-16,10:20:00,7550,7548,7552,continuation_in_zone,true,7550.73,7550.38,7554.14,7542.13,7545.93,,true,0.56,8.34,-8.2,,,,true,0.56,16.97,-3.85,,,,true,0.93,16.97,-7.2,,,,,,true,0.93,16.97,-10.58,,,
1634,2026-06-16 10:25:00,2026-06-16,10:25:00,7550,7548,7552,from_below,true,7545.93,7546.24,7550.56,7541.66,7541.8,8.2,true,0,16.97,-14.37,16.97,0,14.37,true,0.93,16.97,-5.64,16.97,0.93,5.64,true,0.93,16.97,-10.41,16.97,0.93,10.41,true,true,true,0.93,16.97,-13.35,16.97,0.93,13.35
1635,2026-06-16 10:40:00,2026-06-16,10:40:00,7550,7548,7552,from_below,false,7546.15,7546.44,7550.93,7544.06,7544.36,5.64,true,0,9.48,-8.13,9.48,0,8.13,true,0,14.35,-10.41,14.35,0,10.41,true,0,14.35,-5.31,14.35,0,5.31,true,true,true,0,16.68,-15.2,16.68,0,15.2
1636,2026-06-16 12:10:00,2026-06-16,12:10:00,7550,7548,7552,from_below,false,7545.19,7545.02,7549.64,7544.06,7547.13,2.87,true,0,6.38,-3.4,6.38,0,3.4,true,0,7.8,-5.94,7.8,0,5.94,true,0,15.81,-9.25,15.81,0,9.25,true,true,true,0,17.51,-13.85,17.51,0,13.85
1637,2026-06-16 12:15:00,2026-06-16,12:15:00,7550,7548,7552,from_below,true,7547.13,7546.84,7548.74,7543.62,7546.6,3.4,true,0,5.2,-4.48,5.2,0,4.48,true,0,14.9,-14.9,14.9,0,14.9,true,0,15.81,-12.42,15.81,0,12.42,true,true,true,0,18.67,-18.29,18.67,0,18.29
1638,2026-06-16 12:20:00,2026-06-16,12:20:00,7550,7548,7552,from_below,true,7546.6,7546.35,7548.88,7544.8,7545.52,4.48,true,0,7.8,-5.94,7.8,0,5.94,true,0,15.81,-12.42,15.81,0,12.42,true,0,15.81,-13.67,15.81,0,13.67,true,true,true,0,20.8,-16.1,20.8,0,16.1
1639,2026-06-17 10:45:00,2026-06-17,10:45:00,7500,7498,7502,from_above,false,7513.3,7513.49,7517,7489.94,7504.31,4.31,true,12.86,0,12.04,12.86,0,12.04,true,12.86,0,2.52,12.86,0,2.52,true,12.86,2.89,8.97,12.86,2.89,8.97,true,true,true,18.68,2.89,17.7,18.68,2.89,17.7
1640,2026-06-17 10:55:00,2026-06-17,10:55:00,7500,7498,7502,from_above,false,7512.04,7511.89,7511.89,7500.63,7501.5,1.5,true,5.12,0,2.52,5.12,0,2.52,true,8.45,2.89,7.12,8.45,2.89,7.12,true,12.73,2.89,10.63,12.73,2.89,10.63,true,true,true,19.23,2.89,17.34,19.23,2.89,17.34
