touch_observation_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,consecutive_touch,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,upside_5m_points,downside_5m_points,close_relative_5m_points,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,upside_15m_points,downside_15m_points,close_relative_15m_points,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,upside_30m_points,downside_30m_points,close_relative_30m_points,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,upside_60m_points,downside_60m_points,close_relative_60m_points,favorable_60m_points,adverse_60m_points,close_move_60m_points
1279,2026-05-13 13:50:00,2026-05-13,13:50:00,7450,7448,7452,from_below,true,7446.75,7446.68,7448.53,7446.51,7446.51,3.49,true,0,7.94,-7.88,7.94,0,7.88,true,0.62,7.98,-0.09,7.98,0.62,0.09,true,10.04,7.98,7.55,7.98,10.04,-7.55,false,false,true,10.04,7.98,2.98,7.98,10.04,-2.98
1280,2026-05-13 14:00:00,2026-05-13,14:00:00,7450,7448,7452,from_below,false,7442.12,7442.27,7449.22,7442.02,7448.82,1.18,true,0.62,2.07,-0.09,2.07,0.62,0.09,true,9.29,2.07,7.55,2.07,9.29,-7.55,true,10.04,2.07,4.41,2.07,10.04,-4.41,false,false,true,10.04,3.16,1.96,3.16,10.04,-1.96
1281,2026-05-13 14:05:00,2026-05-13,14:05:00,7450,7448,7452,continuation_in_zone,true,7448.82,7448.79,7450.62,7447.93,7449.91,,true,4.8,0.98,4.63,,,,true,10.04,0.98,7.55,,,,true,10.04,0.98,1.8,,,,,,true,10.04,3.16,4.6,,,
1282,2026-05-13 14:10:00,2026-05-13,14:10:00,7450,7448,7452,continuation_in_zone,true,7449.91,7449.7,7454.8,7449.02,7454.63,,true,9.29,0,7.55,,,,true,10.04,0,6.33,,,,true,10.04,0.54,-0.47,,,,,,true,10.04,3.16,6.8,,,
1283,2026-05-13 14:35:00,2026-05-13,14:35:00,7450,7448,7452,from_above,false,7454.41,7454.56,7454.56,7449.46,7451.8,1.8,true,3.61,0.47,-0.47,3.61,0.47,-0.47,true,3.85,0.47,2.98,3.85,0.47,2.98,true,4.73,3.16,4.6,4.73,3.16,4.6,true,false,true,8.21,3.16,5,8.21,3.16,5
1284,2026-05-13 14:40:00,2026-05-13,14:40:00,7450,7448,7452,continuation_in_zone,true,7451.8,7451.8,7453.61,7449.53,7449.53,,true,2.95,0.47,1.58,,,,true,3.85,3.16,-2.88,,,,true,6.92,3.16,6.8,,,,,,true,8.21,3.16,5.86,,,
1285,2026-05-13 14:45:00,2026-05-13,14:45:00,7450,7448,7452,continuation_in_zone,true,7449.53,7449.66,7452.95,7449.55,7451.58,,true,3.85,0,2.98,,,,true,3.85,3.16,1.96,,,,true,8.21,3.16,7.41,,,,,,true,8.21,3.16,5.07,,,
1286,2026-05-13 14:50:00,2026-05-13,14:50:00,7450,7448,7452,continuation_in_zone,true,7451.58,7451.65,7453.85,7450.62,7452.98,,true,2.98,3.16,-2.88,,,,true,4.73,3.16,4.6,,,,true,8.21,3.16,2.19,,,,,,true,8.21,6,-4.42,,,
1287,2026-05-13 14:55:00,2026-05-13,14:55:00,7450,7448,7452,from_above,true,7452.98,7452.97,7452.97,7446.84,7447.12,-2.88,true,2.15,2.88,1.96,2.15,2.88,1.96,true,6.92,2.88,6.8,6.92,2.88,6.8,true,8.21,2.88,6.21,8.21,2.88,6.21,true,false,true,8.21,6.33,-5.13,8.21,6.33,-5.13
1288,2026-05-13 15:00:00,2026-05-13,15:00:00,7450,7448,7452,from_below,true,7447.12,7447.17,7452.15,7447.17,7451.96,-1.96,true,4.73,0,4.6,0,4.73,-4.6,true,8.21,0,7.41,0,8.21,-7.41,true,8.21,0,3.12,0,8.21,-3.12,false,false,true,8.21,6.33,-5.74,6.33,8.21,5.74
1289,2026-05-13 15:05:00,2026-05-13,15:05:00,7450,7448,7452,continuation_in_zone,true,7451.96,7451.9,7454.73,7450.39,7454.6,,true,6.92,0,6.8,,,,true,8.21,0,2.19,,,,true,8.21,0,5,,,,,,false,8.21,6.33,,,,
1290,2026-05-13 15:20:00,2026-05-13,15:20:00,7450,7448,7452,from_above,false,7457.41,7457.32,7458.07,7451.87,7452.19,2.19,true,6.21,0,6.21,6.21,0,6.21,true,6.56,0,5,6.56,0,5,true,7.11,6,-4.42,7.11,6,-4.42,true,false,false,7.11,6.33,,7.11,6.33,
1291,2026-05-13 15:25:00,2026-05-13,15:25:00,7450,7448,7452,from_above,true,7452.19,7452.13,7456.21,7451.18,7456.21,6.21,true,6.56,0,3.12,6.56,0,3.12,true,6.56,0,5.86,6.56,0,5.86,true,7.11,6.33,-5.13,7.11,6.33,-5.13,true,false,false,7.11,6.33,,7.11,6.33,
1292,2026-05-13 15:35:00,2026-05-13,15:35:00,7450,7448,7452,from_above,false,7453.12,7453.33,7455.57,7451.36,7455,5,true,6.01,0,5.86,6.01,0,5.86,true,7.11,6,-4.42,7.11,6,-4.42,false,7.11,6.33,,7.11,6.33,,,,false,7.11,6.33,,7.11,6.33,
1293,2026-05-13 15:50:00,2026-05-13,15:50:00,7450,7448,7452,from_above,false,7455.07,7454.95,7454.95,7444,7445.58,-4.42,true,0,6.33,-5.13,0,6.33,-5.13,false,0,6.33,,0,6.33,,false,0,6.33,,0,6.33,,,,false,0,6.33,,0,6.33,
1294,2026-05-14 11:00:00,2026-05-14,11:00:00,7500,7498,7502,from_below,false,7493.83,7494.03,7500.14,7492.35,7497.81,2.19,true,0.62,2.98,-0.17,2.98,0.62,0.17,true,7.25,2.98,6.4,2.98,7.25,-6.4,true,10.29,2.98,8.21,2.98,10.29,-8.21,false,false,true,16.5,2.98,15.79,2.98,16.5,-15.79
1295,2026-05-14 11:05:00,2026-05-14,11:05:00,7500,7498,7502,from_below,true,7497.81,7497.53,7500.62,7497.02,7499.83,0.17,true,2.45,1.34,2.39,1.34,2.45,-2.39,true,9.34,1.34,6.7,1.34,9.34,-6.7,true,10.29,1.34,5.79,1.34,10.29,-5.79,false,false,true,17.12,1.34,13.67,1.34,17.12,-13.67
1296,2026-05-14 11:10:00,2026-05-14,11:10:00,7500,7498,7502,continuation_in_zone,true,7499.83,7499.89,7502.45,7498.66,7502.39,,true,7.25,0,6.4,,,,true,9.78,0,7.25,,,,true,10.29,0,9.57,,,,,,true,17.12,0,10.81,,,
1297,2026-05-14 12:25:00,2026-05-14,12:25:00,7500,7498,7502,from_above,false,7508.79,7508.57,7509.18,7500.29,7501.84,1.84,true,4.14,3.89,-2.01,4.14,3.89,-2.01,true,5.31,3.89,0.74,5.31,3.89,0.74,true,5.31,6.91,-0.52,5.31,6.91,-0.52,false,false,true,5.31,15.65,-9.45,5.31,15.65,-9.45
1298,2026-05-14 12:30:00,2026-05-14,12:30:00,7500,7498,7502,continuation_in_zone,true,7501.84,7501.53,7504.14,7496.11,7497.99,,true,2.83,2.18,2.82,,,,true,5.31,3.87,2.27,,,,true,5.31,6.91,3.03,,,,,,true,5.31,15.65,-7.72,,,
1299,2026-05-14 12:35:00,2026-05-14,12:35:00,7500,7498,7502,from_below,true,7497.99,7497.88,7502.83,7497.82,7502.82,-2.82,true,5.31,0,0.74,0,5.31,-0.74,true,5.31,3.87,-0.89,3.87,5.31,0.89,true,5.31,6.91,-3.94,6.91,5.31,3.94,true,false,true,5.31,15.65,-1.26,15.65,5.31,1.26
1300,2026-05-14 12:40:00,2026-05-14,12:40:00,7500,7498,7502,from_above,true,7502.82,7502.71,7505.31,7500.22,7500.74,0.74,true,3.44,3.87,2.27,3.44,3.87,2.27,true,3.44,6.91,-0.52,3.44,6.91,-0.52,true,4.4,9.08,-8.13,4.4,9.08,-8.13,false,false,true,4.4,15.65,-1.2,4.4,15.65,-1.2
1301,2026-05-14 12:45:00,2026-05-14,12:45:00,7500,7498,7502,continuation_in_zone,true,7500.74,7500.52,7503.44,7496.13,7502.27,,true,2.46,3.07,-0.89,,,,true,4.4,6.91,3.03,,,,true,4.4,15.1,-13.35,,,,,,true,4.4,15.65,3.48,,,
1302,2026-05-14 12:50:00,2026-05-14,12:50:00,7500,7498,7502,from_above,true,7502.27,7502.3,7502.46,7496.93,7499.11,-0.89,true,0,6.91,-0.52,0,6.91,-0.52,true,4.4,6.91,-3.94,4.4,6.91,-3.94,true,4.4,15.1,-11.73,4.4,15.1,-11.73,false,false,true,4.4,15.65,0.82,4.4,15.65,0.82
1303,2026-05-14 12:55:00,2026-05-14,12:55:00,7500,7498,7502,continuation_in_zone,true,7499.11,7499.29,7499.67,7493.09,7499.48,,true,4.4,0.52,3.03,,,,true,4.4,9.08,-8.13,,,,true,4.4,15.65,-9.45,,,,,,true,4.4,15.65,-0.84,,,
1304,2026-05-14 13:00:00,2026-05-14,13:00:00,7500,7498,7502,continuation_in_zone,true,7499.48,7499.55,7504.4,7499.55,7503.03,,true,3.22,3.97,-3.94,,,,true,3.22,15.1,-13.35,,,,true,3.22,15.65,-7.72,,,,,,true,4.37,15.65,-10.4,,,
1305,2026-05-14 13:05:00,2026-05-14,13:05:00,7500,7498,7502,from_above,true,7503.03,7503.14,7503.22,7496.03,7496.06,-3.94,true,0,9.08,-8.13,0,9.08,-8.13,true,0,15.1,-11.73,0,15.1,-11.73,true,0,15.65,-1.26,0,15.65,-1.26,false,false,true,4.37,15.65,-5.94,4.37,15.65,-5.94
1306,2026-05-14 13:10:00,2026-05-14,13:10:00,7500,7498,7502,from_below,true,7496.06,7496.05,7498.97,7490.92,7491.87,8.13,true,0,15.1,-13.35,15.1,0,13.35,true,0,15.65,-9.45,15.65,0,9.45,true,0.77,15.65,-1.2,15.65,0.77,1.2,true,true,true,4.37,15.65,-0.96,15.65,4.37,0.96
1307,2026-05-14 13:35:00,2026-05-14,13:35:00,7500,7498,7502,from_below,false,7492.28,7492.29,7499.35,7492.11,7498.74,1.26,true,0.77,4.09,-1.2,4.09,0.77,1.2,true,4.37,4.09,0.82,4.09,4.37,-0.82,true,4.37,11.98,-5.94,11.98,4.37,5.94,true,true,true,4.37,11.98,-1.14,11.98,4.37,1.14
1308,2026-05-14 13:40:00,2026-05-14,13:40:00,7500,7498,7502,continuation_in_zone,true,7498.74,7498.64,7500.77,7495.91,7498.8,,true,4.03,1.2,3.48,,,,true,4.37,1.2,-0.84,,,,true,4.37,11.98,-0.96,,,,,,true,4.37,11.98,-1.15,,,
1309,2026-05-14 13:45:00,2026-05-14,13:45:00,7500,7498,7502,continuation_in_zone,true,7498.8,7498.94,7504.03,7498.93,7503.48,,true,4.37,0,0.82,,,,true,4.37,11.98,-10.4,,,,true,4.37,11.98,3.63,,,,,,true,4.37,11.98,1.31,,,
1310,2026-05-14 13:50:00,2026-05-14,13:50:00,7500,7498,7502,from_above,true,7503.48,7503.56,7504.37,7500.38,7500.82,0.82,true,3.07,1.07,-0.84,3.07,1.07,-0.84,true,3.07,11.98,-5.94,3.07,11.98,-5.94,true,4.01,11.98,1.22,4.01,11.98,1.22,false,false,true,4.01,11.98,1.21,4.01,11.98,1.21
1311,2026-05-14 13:55:00,2026-05-14,13:55:00,7500,7498,7502,continuation_in_zone,true,7500.82,7500.68,7503.07,7498.93,7499.16,,true,0,11.98,-10.4,,,,true,0,11.98,-0.96,,,,true,4.01,11.98,-3.19,,,,,,true,4.86,11.98,4.03,,,
1312,2026-05-14 14:00:00,2026-05-14,14:00:00,7500,7498,7502,continuation_in_zone,true,7499.16,7499.2,7499.2,7488.02,7489.6,,true,0,10.56,-5.94,,,,true,3.89,10.56,3.63,,,,true,4.01,10.56,-0.18,,,,,,true,7.62,10.56,5.75,,,
1313,2026-05-14 14:10:00,2026-05-14,14:10:00,7500,7498,7502,from_below,false,7494.06,7494.17,7499.04,7493.2,7499.04,0.96,true,3.89,1.09,3.63,1.09,3.89,-3.63,true,4.01,4.64,-3.19,4.64,4.01,3.19,true,4.01,4.9,-1.15,4.9,4.01,1.15,true,false,true,8.06,4.9,5.18,4.9,8.06,-5.18
1314,2026-05-14 14:15:00,2026-05-14,14:15:00,7500,7498,7502,continuation_in_zone,true,7499.04,7499.11,7503.89,7498.91,7503.63,,true,4.01,0.55,1.22,,,,true,4.01,4.64,-0.18,,,,true,4.01,4.9,1.31,,,,,,true,8.06,4.9,5.92,,,
1315,2026-05-14 14:20:00,2026-05-14,14:20:00,7500,7498,7502,from_above,true,7503.63,7503.75,7504.01,7499.45,7501.22,1.22,true,1.71,4.64,-3.19,1.71,4.64,-3.19,true,1.88,4.64,-1.14,1.88,4.64,-1.14,true,2.29,4.9,1.21,2.29,4.9,1.21,false,false,true,8.06,4.9,4.99,8.06,4.9,4.99
1316,2026-05-14 14:25:00,2026-05-14,14:25:00,7500,7498,7502,continuation_in_zone,true,7501.22,7501.1,7501.71,7495.36,7496.81,,true,1.88,3.35,-0.18,,,,true,1.88,4.9,-1.15,,,,true,4.86,4.9,4.03,,,,,,true,8.06,4.9,1.73,,,
1317,2026-05-14 14:30:00,2026-05-14,14:30:00,7500,7498,7502,from_below,true,7496.81,7496.79,7501.88,7496.65,7499.82,0.18,true,0.88,3.2,-1.14,3.2,0.88,1.14,true,1.66,4.9,1.31,4.9,1.66,-1.31,true,7.62,4.9,5.75,4.9,7.62,-5.75,false,false,true,8.06,4.9,4.53,4.9,8.06,-4.53
1318,2026-05-14 14:35:00,2026-05-14,14:35:00,7500,7498,7502,continuation_in_zone,true,7499.82,7499.68,7500.88,7496.8,7498.86,,true,0.55,4.9,-1.15,,,,true,2.29,4.9,1.21,,,,true,7.62,4.9,6.92,,,,,,true,8.06,4.9,5.39,,,
1319,2026-05-14 14:40:00,2026-05-14,14:40:00,7500,7498,7502,continuation_in_zone,true,7498.86,7498.82,7500.55,7495.1,7498.85,,true,1.66,3.04,1.31,,,,true,4.86,3.04,4.03,,,,true,8.06,3.04,5.18,,,,,,true,8.06,3.04,6.23,,,
1320,2026-05-14 14:45:00,2026-05-14,14:45:00,7500,7498,7502,continuation_in_zone,true,7498.85,7498.83,7501.66,7496.96,7501.31,,true,2.29,0.66,1.21,,,,true,7.62,0.66,5.75,,,,true,8.06,0.66,5.92,,,,,,true,8.06,0.66,4.52,,,
1321,2026-05-14 14:50:00,2026-05-14,14:50:00,7500,7498,7502,continuation_in_zone,true,7501.31,7501.35,7502.29,7499.34,7501.21,,true,4.86,0,4.03,,,,true,7.62,0,6.92,,,,true,8.06,0,4.99,,,,,,true,8.06,0.56,2.72,,,
1322,2026-05-14 14:55:00,2026-05-14,14:55:00,7500,7498,7502,continuation_in_zone,true,7501.21,7501.15,7504.86,7500.77,7504.03,,true,7.62,0,5.75,,,,true,8.06,0,5.18,,,,true,8.06,0,1.73,,,,,,true,8.06,0.92,1.47,,,
1323,2026-05-14 15:25:00,2026-05-14,15:25:00,7500,7498,7502,from_above,false,7504.99,7505.24,7505.96,7501.73,7501.73,1.73,true,6.48,0,4.53,6.48,0,4.53,true,7.96,0,6.23,7.96,0,6.23,true,7.96,0.92,1.47,7.96,0.92,1.47,true,false,false,7.96,0.92,,7.96,0.92,
1324,2026-05-14 15:30:00,2026-05-14,15:30:00,7500,7498,7502,continuation_in_zone,true,7501.73,7501.87,7506.48,7501.58,7504.53,,true,6.4,0,5.39,,,,true,7.96,0,4.52,,,,true,7.96,0.92,1.25,,,,,,false,7.96,0.92,,,,
1325,2026-05-14 15:50:00,2026-05-14,15:50:00,7500,7498,7502,from_above,false,7504.52,7504.53,7505.3,7499.44,7502.72,2.72,true,2.72,0.92,1.47,2.72,0.92,1.47,false,2.72,0.92,,2.72,0.92,,false,2.72,0.92,,2.72,0.92,,,,false,2.72,0.92,,2.72,0.92,
1326,2026-05-14 15:55:00,2026-05-14,15:55:00,7500,7498,7502,from_above,true,7502.72,7502.52,7502.52,7499.08,7501.47,1.47,true,1.65,0,1.25,1.65,0,1.25,false,1.65,0,,1.65,0,,false,1.65,0,,1.65,0,,,,false,1.65,0,,1.65,0,
1327,2026-05-14 16:00:00,2026-05-14,16:00:00,7500,7498,7502,continuation_in_zone,true,7501.47,7501.65,7501.65,7501.24,7501.25,,false,1.25,0,,,,,false,1.25,0,,,,,false,1.25,0,,,,,,,false,1.25,0,,,,
1328,2026-05-15 09:45:00,2026-05-15,09:45:00,7400,7398,7402,from_above,false,7405.91,7405.71,7416.34,7397.5,7416.34,16.34,true,27.2,0,24.27,27.2,0,24.27,true,29.87,0,14.59,29.87,0,14.59,true,42.07,0,39.44,42.07,0,39.44,true,true,true,47.25,0,30.57,47.25,0,30.57
1329,2026-05-15 13:25:00,2026-05-15,13:25:00,7450,7448,7452,from_below,false,7445.2,7445.09,7449.06,7445.05,7445.69,4.31,true,0,4.88,-1.42,4.88,0,1.42,true,0,8.94,-5.16,8.94,0,5.16,true,0.21,8.94,-0.09,8.94,0.21,0.09,true,false,true,4.85,14.63,-13.13,14.63,4.85,13.13
1330,2026-05-15 13:30:00,2026-05-15,13:30:00,7450,7448,7452,from_below,true,7445.69,7445.67,7448.79,7445.12,7448.58,1.42,true,0,5.88,-3.28,5.88,0,3.28,true,0,8.94,-6.62,8.94,0,6.62,true,1.91,8.94,0.97,8.94,1.91,-0.97,true,false,true,4.85,24.87,-21.78,24.87,4.85,21.78
1331,2026-05-15 13:35:00,2026-05-15,13:35:00,7450,7448,7452,continuation_in_zone,true,7448.58,7448.66,7449.01,7444.12,7446.72,,true,0,8.94,-5.16,,,,true,0,8.94,-3.18,,,,true,4.85,8.94,0.52,,,,,,true,4.85,24.87,-15.12,,,
1332,2026-05-15 13:55:00,2026-05-15,13:55:00,7450,7448,7452,from_below,false,7446.82,7446.97,7450.21,7445.69,7449.91,0.09,true,1.91,0.17,0.97,0.17,1.91,-0.97,true,4.85,0.48,-0.01,0.48,4.85,0.01,true,4.85,14.63,-13.13,14.63,4.85,13.13,true,true,true,4.85,24.87,-14.05,24.87,4.85,14.05
1333,2026-05-15 14:00:00,2026-05-15,14:00:00,7450,7448,7452,continuation_in_zone,true,7449.91,7449.92,7451.91,7449.83,7450.97,,true,4.85,0,0.52,,,,true,4.85,13.61,-12.94,,,,true,4.85,24.87,-21.78,,,,,,true,4.85,24.87,-21.34,,,
1334,2026-05-15 14:05:00,2026-05-15,14:05:00,7450,7448,7452,continuation_in_zone,true,7450.97,7450.94,7454.85,7450.07,7450.52,,true,2.04,0.48,-0.01,,,,true,2.04,13.61,-6.98,,,,true,2.04,24.87,-15.12,,,,,,true,2.04,24.87,-23.23,,,
1335,2026-05-15 14:10:00,2026-05-15,14:10:00,7450,7448,7452,continuation_in_zone,true,7450.52,7450.6,7452.04,7449.52,7449.99,,true,0.27,13.61,-12.94,,,,true,0.27,14.63,-13.13,,,,true,0.27,24.87,-16.31,,,,,,true,0.27,27.59,-24.45,,,
1336,2026-05-15 14:15:00,2026-05-15,14:15:00,7450,7448,7452,continuation_in_zone,true,7449.99,7449.91,7450.27,7436.39,7437.06,,true,0,13.04,-6.98,,,,true,0,24.87,-21.78,,,,true,0,24.87,-17.43,,,,,,true,0,30.03,-26.18,,,
1337,2026-05-18 09:35:00,2026-05-18,09:35:00,7400,7398,7402,from_above,false,7403.08,7404.13,7408.85,7400.93,7406.38,6.38,true,10.84,1.55,-1.08,10.84,1.55,-1.08,true,28.88,5.89,27.61,28.88,5.89,27.61,true,34.06,5.89,22.88,34.06,5.89,22.88,true,true,true,34.06,16.69,-1.75,34.06,16.69,-1.75
1338,2026-05-18 09:40:00,2026-05-18,09:40:00,7400,7398,7402,from_above,true,7406.38,7405.85,7410.84,7398.45,7398.92,-1.08,true,12.63,5.89,7.05,12.63,5.89,7.05,true,34.06,5.89,24.97,34.06,5.89,24.97,true,34.06,5.89,19.11,34.06,5.89,19.11,true,true,true,34.06,16.69,2.63,34.06,16.69,2.63
1339,2026-05-18 09:45:00,2026-05-18,09:45:00,7400,7398,7402,continuation_in_zone,true,7398.92,7399.21,7412.63,7394.11,7407.05,,true,28.88,0,27.61,,,,true,34.06,0,11.46,,,,true,34.06,0,24.83,,,,,,true,34.06,16.69,-6.38,,,
1340,2026-05-18 10:30:00,2026-05-18,10:30:00,7400,7398,7402,from_above,false,7413.84,7413.69,7417.23,7390.47,7392.93,-7.07,true,0,16.69,-1.75,0,16.69,-1.75,true,6.86,16.69,-6.38,6.86,16.69,-6.38,true,9.6,16.69,-8.62,9.6,16.69,-8.62,false,false,true,9.6,28.25,-16.08,9.6,28.25,-16.08
1341,2026-05-18 10:35:00,2026-05-18,10:35:00,7400,7398,7402,from_below,true,7392.93,7392.85,7399.1,7383.31,7398.25,1.75,true,6.86,8.28,2.63,8.28,6.86,-2.63,true,6.86,8.47,1.18,8.47,6.86,-1.18,true,9.6,12.88,-12.82,12.88,9.6,12.82,true,true,true,9.6,28.25,-13.51,28.25,9.6,13.51
1342,2026-05-18 10:40:00,2026-05-18,10:40:00,7400,7398,7402,continuation_in_zone,true,7398.25,7398.09,7406.86,7391.72,7402.63,,true,3.29,8.47,-6.38,,,,true,6.11,8.47,2.4,,,,true,9.6,15.51,-9.08,,,,,,true,9.6,28.25,-18.55,,,
1343,2026-05-18 10:45:00,2026-05-18,10:45:00,7400,7398,7402,from_above,true,7402.63,7402.44,7403.29,7391.53,7393.62,-6.38,true,6.11,7.48,1.18,6.11,7.48,1.18,true,9.6,12.31,-8.62,9.6,12.31,-8.62,true,9.6,21.25,-18.36,9.6,21.25,-18.36,false,false,true,9.6,28.25,-14.73,9.6,28.25,-14.73
1344,2026-05-18 10:50:00,2026-05-18,10:50:00,7400,7398,7402,from_below,true,7393.62,7393.6,7406.11,7392.52,7401.18,-1.18,true,5,0.41,2.4,0.41,5,-2.4,true,9.6,12.88,-12.82,12.88,9.6,12.82,true,9.6,21.56,-17.6,21.56,9.6,17.6,true,true,true,9.6,28.25,-11.24,28.25,9.6,11.24
1345,2026-05-18 10:55:00,2026-05-18,10:55:00,7400,7398,7402,continuation_in_zone,true,7401.18,7401.16,7405,7399.59,7402.4,,true,9.6,12.31,-8.62,,,,true,9.6,15.51,-9.08,,,,true,9.6,25.66,-24.93,,,,,,true,9.6,28.25,-17.86,,,
1346,2026-05-18 11:00:00,2026-05-18,11:00:00,7400,7398,7402,continuation_in_zone,true,7402.4,7401.86,7409.6,7387.69,7391.38,,true,0,12.88,-12.82,,,,true,0,21.25,-18.36,,,,true,0,28.25,-16.08,,,,,,true,0,28.25,-22.43,,,
1347,2026-05-18 15:45:00,2026-05-18,15:45:00,7400,7398,7402,from_below,false,7395.95,7396.06,7403.06,7394.3,7400.98,-0.98,true,6.03,2.43,3.41,2.43,6.03,-3.41,true,6.03,3.29,3.04,3.29,6.03,-3.04,false,6.03,3.29,,3.29,6.03,,,,false,6.03,3.29,,3.29,6.03,
1348,2026-05-18 15:50:00,2026-05-18,15:50:00,7400,7398,7402,continuation_in_zone,true,7400.98,7401.45,7406.03,7397.57,7403.41,,true,5.61,3.29,2.39,,,,false,5.61,3.29,,,,,false,5.61,3.29,,,,,,,false,5.61,3.29,,,,
1349,2026-05-18 15:55:00,2026-05-18,15:55:00,7400,7398,7402,from_above,true,7403.41,7403.46,7405.61,7396.71,7402.39,2.39,true,3.61,0,3.04,3.61,0,3.04,false,3.61,0,,3.61,0,,false,3.61,0,,3.61,0,,,,false,3.61,0,,3.61,0,
1350,2026-05-19 09:45:00,2026-05-19,09:45:00,7350,7348,7352,from_above,false,7353.77,7353.99,7371.45,7349.5,7364.94,14.94,true,28.81,0,27.15,28.81,0,27.15,true,31.64,0,19.01,31.64,0,19.01,true,31.64,8.34,-6.95,31.64,8.34,-6.95,true,true,true,31.64,16.32,-12.41,31.64,16.32,-12.41
1351,2026-05-19 10:05:00,2026-05-19,10:05:00,7350,7348,7352,from_above,false,7369.01,7368.41,7369.64,7346.46,7351.38,1.38,true,6.81,3.74,-2.44,6.81,3.74,-2.44,true,6.81,14.95,-5.08,6.81,14.95,-5.08,true,6.81,14.95,-1.89,6.81,14.95,-1.89,false,false,true,6.81,16.32,0.51,6.81,16.32,0.51
1352,2026-05-19 10:10:00,2026-05-19,10:10:00,7350,7348,7352,continuation_in_zone,true,7351.38,7351.6,7356.81,7346.26,7347.56,,true,0,8.34,-6.95,,,,true,0,14.95,-8.53,,,,true,2.22,14.95,-4.81,,,,,,true,5.47,16.32,3.84,,,
1353,2026-05-19 10:15:00,2026-05-19,10:15:00,7350,7348,7352,from_below,true,7347.56,7346.95,7349.35,7341.66,7343.05,6.95,true,0,14.95,-5.08,14.95,0,5.08,true,0,14.95,-9.77,14.95,0,9.77,true,2.22,16.32,-12.41,16.32,2.22,12.41,true,true,true,8.1,16.32,-0.99,16.32,8.1,0.99
1354,2026-05-19 10:25:00,2026-05-19,10:25:00,7350,7348,7352,from_below,false,7344.92,7345.05,7348.73,7339.28,7341.47,8.53,true,0,11.52,-9.77,11.52,0,9.77,true,2.22,11.52,-4.81,11.52,2.22,4.81,true,2.22,16.32,-0.69,16.32,2.22,0.69,true,true,true,8.1,16.32,-8.55,16.32,8.1,8.55
1355,2026-05-19 10:30:00,2026-05-19,10:30:00,7350,7348,7352,from_below,true,7341.47,7341.6,7350,7338.48,7340.23,9.77,true,0,9.77,-1.89,9.77,0,1.89,true,2.22,16.32,-12.41,16.32,2.22,12.41,true,3.88,16.32,2.36,16.32,3.88,-2.36,true,true,true,8.1,16.32,-3.81,16.32,8.1,3.81
1356,2026-05-19 10:35:00,2026-05-19,10:35:00,7350,7348,7352,from_below,true,7340.23,7340.43,7349.76,7340.43,7348.11,1.89,true,2.22,6.89,-4.81,6.89,2.22,4.81,true,2.22,16.32,-12.58,16.32,2.22,12.58,true,3.88,16.32,0.51,16.32,3.88,-0.51,true,true,true,8.1,16.32,2.68,16.32,8.1,-2.68
1357,2026-05-19 10:40:00,2026-05-19,10:40:00,7350,7348,7352,continuation_in_zone,true,7348.11,7348.24,7352.22,7343.11,7345.19,,true,0,16.32,-12.41,,,,true,0,16.32,-0.69,,,,true,5.47,16.32,3.84,,,,,,true,8.1,16.32,4.42,,,
1358,2026-05-19 10:55:00,2026-05-19,10:55:00,7350,7348,7352,from_below,false,7337.42,7337.47,7349.47,7336.8,7349.31,0.69,true,3.88,3.78,2.36,3.78,3.88,-2.36,true,5.47,5.16,3.84,5.16,5.47,-3.84,true,8.1,14.16,-8.55,14.16,8.1,8.55,true,true,true,8.1,14.16,-2.32,14.16,8.1,2.32
1359,2026-05-19 11:00:00,2026-05-19,11:00:00,7350,7348,7352,continuation_in_zone,true,7349.31,7349.74,7353.88,7346.22,7352.36,,true,2.79,5.16,0.51,,,,true,8.1,5.16,-0.99,,,,true,8.1,14.16,-3.81,,,,,,true,8.1,14.16,4.75,,,
1360,2026-05-19 11:05:00,2026-05-19,11:05:00,7350,7348,7352,from_above,true,7352.36,7352.2,7352.79,7344.84,7350.51,0.51,true,5.47,0,3.84,5.47,0,3.84,true,8.1,11.46,-11.46,8.1,11.46,-11.46,true,8.1,14.16,2.68,8.1,14.16,2.68,false,false,true,8.1,14.16,-4.38,8.1,14.16,-4.38
1361,2026-05-19 11:10:00,2026-05-19,11:10:00,7350,7348,7352,continuation_in_zone,true,7350.51,7350.71,7355.47,7350.71,7353.84,,true,8.1,0.99,-0.99,,,,true,8.1,14.16,-8.55,,,,true,8.1,14.16,4.42,,,,,,true,8.1,14.16,-3.81,,,
1362,2026-05-19 11:15:00,2026-05-19,11:15:00,7350,7348,7352,from_above,true,7353.84,7353.88,7358.1,7349.01,7349.01,-0.99,true,0.44,11.46,-11.46,0.44,11.46,-11.46,true,0.84,14.16,-3.81,0.84,14.16,-3.81,true,7.26,14.16,6.99,7.26,14.16,6.99,false,false,true,7.9,14.16,5.28,7.9,14.16,5.28
